"Name","PlayerID","Year","Rank","MVP","First","Pts.Won","Pts.Max","Share","Age","Tm","G","winPct","pctGamesPlayed","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","TS","raptorO","raptorD","raptorPM","raptorWAR","USG"
"Dwight Howard","howardw01",2012,7,0,0,13,1210,0.011,26,"ORL",54,0.560606060606061,0.818181818181818,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0,0.491,7.7,0.179,56.9,-0.3,4.7,4.4,7.56,26.1
"Rajon Rondo","rondora01",2012,8,0,0,12,1210,0.01,25,"BOS",53,0.590909090909091,0.803030303030303,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,48.3,2,1.2,3.2,5.95,20.7
"Steve Nash","nashst01",2012,9,0,0,7,1210,0.006,37,"PHO",62,0.5,0.939393939393939,31.6,12.5,3,10.7,0.6,0.1,0.532,0.39,0.894,5.9,0.144,62.5,5,-1.2,3.8,6.49,19.6
"Dwyane Wade","wadedw01",2012,10,0,0,6,1210,0.005,30,"MIA",49,0.696969696969697,0.742424242424242,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,55.9,4.8,2.5,7.3,8.3,31.3
"Derrick Rose","rosede01",2012,11,0,0,5,1210,0.004,23,"CHI",39,0.757575757575758,0.590909090909091,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211,53.2,5.1,-0.1,5,5.42,30.5
"Dirk Nowitzki","nowitdi01",2012,12,0,0,4,1210,0.003,33,"DAL",62,0.545454545454545,0.939393939393939,33.5,21.6,6.7,2.2,0.7,0.5,0.457,0.368,0.896,7.6,0.175,56.4,2.4,0.4,2.8,5.89,29.2
"Russell Westbrook","westbru01",2012,12,0,0,4,1210,0.003,23,"OKC",66,0.712121212121212,1,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,53.8,4.2,0.2,4.4,8.51,32.7
"Tim Duncan","duncati01",2012,14,0,0,3,1210,0.002,35,"SAS",58,0.757575757575758,0.878787878787879,28.2,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174,53.1,0.2,4.3,4.5,5.95,26.2
"Joe Johnson","johnsjo02",2012,15,0,0,1,1210,0.001,30,"ATL",60,0.606060606060606,0.909090909090909,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,55.7,3.4,-1.2,2.2,5.3,24.9
"Dwight Howard","howardw01",2011,2,0,3,643,1210,0.531,25,"ORL",78,0.634146341463415,0.951219512195122,37.6,22.9,14.1,1.4,1.4,2.4,0.593,0,0.596,14.4,0.235,61.6,1.1,5.3,6.4,13.64,27.2
"LeBron James","jamesle01",2011,3,0,4,522,1210,0.431,26,"MIA",79,0.707317073170732,0.963414634146341,38.8,26.7,7.5,7,1.6,0.6,0.51,0.33,0.759,15.6,0.244,59.4,6.4,1.5,7.8,16.5,31.5
"Kobe Bryant","bryanko01",2011,4,0,1,428,1210,0.354,32,"LAL",82,0.695121951219512,1,33.9,25.3,5.1,4.7,1.2,0.1,0.451,0.323,0.828,10.3,0.178,54.8,4.7,-1.2,3.5,8.87,35.1
"Kevin Durant","duranke01",2011,5,0,0,190,1210,0.157,22,"OKC",78,0.670731707317073,0.951219512195122,38.9,27.7,6.8,2.7,1.1,1,0.462,0.35,0.88,12,0.189,58.9,4.4,-0.5,3.9,10.28,30.6
"Dirk Nowitzki","nowitdi01",2011,6,0,0,113,1210,0.093,32,"DAL",73,0.695121951219512,0.890243902439024,34.3,23,7,2.6,0.5,0.6,0.517,0.393,0.892,11.1,0.213,61.2,4.1,1.9,6,11.11,28.2
"Dwyane Wade","wadedw01",2011,7,0,0,24,1210,0.02,29,"MIA",76,0.707317073170732,0.926829268292683,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,58.1,5.5,1.1,6.7,13.57,31.6
"Manu Ginóbili","ginobma01",2011,8,0,0,20,1210,0.017,33,"SAS",80,0.74390243902439,0.975609756097561,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,58.1,6.2,1.7,7.8,13.12,26
"Amar'e Stoudemire","stoudam01",2011,9,0,0,9,1210,0.007,28,"NYK",78,0.51219512195122,0.951219512195122,36.8,25.3,8.2,2.6,0.9,1.9,0.502,0.435,0.792,8,0.134,56.5,0.6,-1.8,-1.1,2.36,30.9
"Blake Griffin","griffbl01",2011,10,0,0,5,1210,0.004,21,"LAC",82,0.390243902439024,1,38,22.5,12.1,3.8,0.8,0.5,0.506,0.292,0.642,9.8,0.152,54.9,1.7,0.4,2.1,7.66,27.3
"Rajon Rondo","rondora01",2011,10,0,0,5,1210,0.004,24,"BOS",68,0.682926829268293,0.829268292682927,37.2,10.6,4.4,11.2,2.3,0.2,0.475,0.233,0.568,6.6,0.126,49.5,2,2.1,4.1,8.79,18.3
"Tony Parker","parketo01",2011,12,0,0,3,1210,0.002,28,"SAS",78,0.74390243902439,0.951219512195122,32.4,17.5,3.1,6.6,1.2,0,0.519,0.357,0.769,8.2,0.156,56.9,2.2,0.3,2.5,6.74,25.5
"Chris Paul","paulch01",2011,13,0,0,2,1210,0.002,25,"NOH",80,0.560975609756098,0.975609756097561,36,15.9,4.1,9.8,2.4,0.1,0.463,0.388,0.878,13.9,0.232,57.8,6.4,2.5,8.9,17.09,21.1
"Kevin Durant","duranke01",2010,2,0,4,609,1230,0.495,21,"OKC",82,0.609756097560976,1,39.5,30.1,7.6,2.8,1.4,1,0.476,0.365,0.9,16.1,0.238,60.7,5.6,1.9,7.4,16.78,32
"Kobe Bryant","bryanko01",2010,3,0,0,599,1230,0.487,31,"LAL",73,0.695121951219512,0.890243902439024,38.8,27,5.4,5,1.5,0.3,0.456,0.329,0.811,9.4,0.16,54.5,3.6,1.1,4.7,10.75,32.3
"Dwight Howard","howardw01",2010,4,0,3,478,1230,0.389,24,"ORL",82,0.719512195121951,1,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0,0.592,13.2,0.223,63,1.1,4.8,5.9,12.55,23.9
"Dwyane Wade","wadedw01",2010,5,0,0,119,1230,0.097,28,"MIA",77,0.573170731707317,0.939024390243902,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13,0.224,56.2,7.1,1.8,8.9,16.59,34.9
"Carmelo Anthony","anthoca01",2010,6,0,0,65,1230,0.053,25,"DEN",69,0.646341463414634,0.841463414634146,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145,54.8,3.3,-0.6,2.6,7.23,33.4
"Dirk Nowitzki","nowitdi01",2010,7,0,0,55,1230,0.045,31,"DAL",81,0.670731707317073,0.98780487804878,37.5,25,7.7,2.7,0.9,1,0.481,0.421,0.915,12.3,0.194,57.8,2,0.7,2.7,8.46,28.8
"Steve Nash","nashst01",2010,8,0,0,49,1230,0.04,35,"PHO",81,0.658536585365854,0.98780487804878,32.8,16.5,3.3,11,0.5,0.1,0.507,0.426,0.938,9.9,0.178,61.5,6.6,-1.9,4.7,10.03,22.9
"Deron Williams","willide01",2010,9,0,0,7,1230,0.006,25,"UTA",76,0.646341463414634,0.926829268292683,36.9,18.7,4,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177,57.4,5.4,0.1,5.5,11.72,23.8
"Amar'e Stoudemire","stoudam01",2010,10,0,0,5,1230,0.004,27,"PHO",82,0.658536585365854,1,34.6,23.1,8.9,1,0.6,1,0.557,0.167,0.771,10.7,0.181,61.5,1.9,-1.3,0.6,4.86,27.3
"Manu Ginóbili","ginobma01",2010,11,0,0,3,1230,0.002,32,"SAS",75,0.609756097560976,0.914634146341463,28.7,16.5,3.8,4.9,1.4,0.3,0.441,0.377,0.87,9.7,0.216,58.4,5.9,0.9,6.7,10.42,25.8
"Chauncey Billups","billuch01",2010,12,0,0,1,1230,0.001,33,"DEN",73,0.646341463414634,0.890243902439024,34.1,19.5,3.1,5.6,1.1,0.1,0.418,0.386,0.91,9.5,0.182,60.1,4.4,-1.3,3,7.34,24.3
"Chris Bosh","boshch01",2010,12,0,0,1,1230,0.001,25,"TOR",70,0.48780487804878,0.853658536585366,36.1,24,10.8,2.4,0.6,1,0.518,0.364,0.797,9.6,0.182,59.2,2.5,-0.4,2.1,6.22,28.7
"Stephen Jackson","jacksst02",2010,12,0,0,1,1230,0.001,31,"CHA",81,0.536585365853659,0.98780487804878,38.6,20.6,5,3.7,1.6,0.5,0.423,0.328,0.779,5,0.077,49.9,-0.6,-1.4,-2,0.12,25
"Joe Johnson","johnsjo02",2010,12,0,0,1,1230,0.001,28,"ATL",76,0.646341463414634,0.926829268292683,38,21.3,4.6,4.9,1.1,0.1,0.458,0.369,0.818,8.4,0.14,53.8,4,-1.6,2.4,7.56,26.3
"Kobe Bryant","bryanko01",2009,2,0,2,698,1210,0.577,30,"LAL",82,0.792682926829268,1,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,56.1,5.5,0.5,6,13.13,32.2
"Dwyane Wade","wadedw01",2009,3,0,7,680,1210,0.562,27,"MIA",79,0.524390243902439,0.963414634146341,38.6,30.2,5,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,57.4,7.2,2.5,9.7,19.27,36.2
"Dwight Howard","howardw01",2009,4,0,1,328,1210,0.271,23,"ORL",79,0.719512195121951,0.963414634146341,35.7,20.6,13.8,1.4,1,2.9,0.572,0,0.594,13.8,0.234,60,0.3,4.6,4.9,11.02,26.1
"Chris Paul","paulch01",2009,5,0,2,192,1210,0.159,23,"NOH",78,0.597560975609756,0.951219512195122,38.5,22.8,5.5,11,2.8,0.1,0.503,0.364,0.868,18.3,0.292,59.9,8.7,3.9,12.7,23.57,27.5
"Chauncey Billups","billuch01",2009,6,0,0,33,1210,0.027,32,"DEN",79,0.658536585365854,0.963414634146341,35.3,17.7,3,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,49.2,2.4,-0.3,2,0.17,20
"Paul Pierce","piercpa01",2009,7,0,0,21,1210,0.017,31,"BOS",81,0.75609756097561,0.98780487804878,37.5,20.5,5.6,3.6,1,0.3,0.457,0.391,0.83,10.3,0.164,58.2,2,0.8,2.7,8.5,25.4
"Tony Parker","parketo01",2009,8,0,0,9,1210,0.007,26,"SAS",72,0.658536585365854,0.878048780487805,34.1,22,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168,55.6,3.5,0,3.5,7.77,31.7
"Brandon Roy","roybr01",2009,9,0,0,7,1210,0.006,24,"POR",78,0.658536585365854,0.951219512195122,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223,57.3,6,0.4,6.4,13.4,27.4
"Dirk Nowitzki","nowitdi01",2009,10,0,0,3,1210,0.002,30,"DAL",81,0.609756097560976,0.98780487804878,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171,56.4,1.7,-0.2,1.5,6.54,30.3
"Tim Duncan","duncati01",2009,11,0,0,2,1210,0.002,32,"SAS",75,0.658536585365854,0.914634146341463,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0,0.692,10.1,0.191,54.9,0.5,3.5,4,8.61,28.5
"Yao Ming","mingya01",2009,12,0,0,1,1210,0.001,28,"HOU",77,0.646341463414634,0.939024390243902,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1,0.866,10.6,0.196,61.8,0.5,3.5,4,8.86,26.2
"Chris Paul","paulch01",2008,2,0,28,894,1260,0.71,22,"NOH",80,0.682926829268293,0.975609756097561,37.6,21.1,4,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,57.6,8.7,1.1,9.8,19.2,25.7
"Kevin Garnett","garneke01",2008,3,0,15,670,1260,0.532,31,"BOS",71,0.804878048780488,0.865853658536585,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0,0.801,12.9,0.265,58.8,3,5.2,8.2,12.91,25.5
"LeBron James","jamesle01",2008,4,0,1,438,1260,0.348,23,"CLE",75,0.548780487804878,0.914634146341463,40.4,30,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,56.8,7.1,1.5,8.6,17.53,33.5
"Dwight Howard","howardw01",2008,5,0,0,60,1260,0.048,22,"ORL",82,0.634146341463415,1,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0,0.59,12.9,0.2,61.9,0.5,2.2,2.7,8.53,24.2
"Amar'e Stoudemire","stoudam01",2008,6,0,0,27,1260,0.021,25,"PHO",79,0.670731707317073,0.963414634146341,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262,65.6,4,0,4,9.15,28.2
"Tim Duncan","duncati01",2008,7,0,0,25,1260,0.02,31,"SAS",78,0.682926829268293,0.951219512195122,34,19.3,11.3,2.8,0.7,1.9,0.497,0,0.73,11.1,0.201,54.6,1.2,4.1,5.3,10.79,28.2
"Tracy McGrady","mcgratr01",2008,8,0,0,19,1260,0.015,28,"HOU",66,0.670731707317073,0.804878048780488,37,21.6,5.1,5.9,1,0.5,0.419,0.292,0.684,5.8,0.115,48.7,1.9,0.4,2.4,6.36,30.4
"Steve Nash","nashst01",2008,9,0,0,18,1260,0.014,33,"PHO",81,0.670731707317073,0.98780487804878,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181,64.1,6.9,-1.6,5.3,11.3,22
"Manu Ginóbili","ginobma01",2008,10,0,0,9,1260,0.007,30,"SAS",74,0.682926829268293,0.902439024390244,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,61.2,5.9,3.1,9,13.77,28.7
"Dirk Nowitzki","nowitdi01",2008,11,0,0,5,1260,0.004,29,"DAL",77,0.621951219512195,0.939024390243902,36,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223,58.5,4.5,1,5.5,11.63,28.8
"Deron Williams","willide01",2008,12,0,0,4,1260,0.003,23,"UTA",82,0.658536585365854,1,37.3,18.8,3,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177,59.5,5.2,-0.8,4.4,11.07,23.1
"Carmelo Anthony","anthoca01",2008,13,0,0,3,1260,0.002,23,"DEN",77,0.609756097560976,0.939024390243902,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14,56.8,2.1,-1.3,0.8,5.13,30.2
"Carlos Boozer","boozeca01",2008,14,0,0,1,1260,0.001,26,"UTA",81,0.658536585365854,0.98780487804878,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0,0.738,10.2,0.173,58.1,2.4,-0.2,2.2,7.13,26.6
"Antawn Jamison","jamisan01",2008,14,0,0,1,1260,0.001,31,"WAS",79,0.524390243902439,0.963414634146341,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144,52.5,2.4,0.1,2.5,8.22,25.9
"Paul Pierce","piercpa01",2008,14,0,0,1,1260,0.001,30,"BOS",80,0.804878048780488,0.975609756097561,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207,59.9,4.1,1.8,5.9,12.62,24.8
"Rasheed Wallace","wallara01",2008,14,0,0,1,1260,0.001,33,"DET",77,0.719512195121951,0.939024390243902,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,52.3,-0.2,4.7,4.5,8.75,20.5
"Steve Nash","nashst01",2007,2,0,44,1013,1290,0.785,32,"PHO",76,0.74390243902439,0.926829268292683,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,65.4,7.6,-1.1,6.5,12.51,22.9
"Kobe Bryant","bryanko01",2007,3,0,2,521,1290,0.404,28,"LAL",77,0.51219512195122,0.939024390243902,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13,0.199,58,6,-0.2,5.8,13.72,33.6
"Tim Duncan","duncati01",2007,4,0,0,286,1290,0.222,30,"SAS",80,0.707317073170732,0.975609756097561,34.1,20,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13,0.23,57.9,2.1,5.3,7.4,14.02,27.9
"LeBron James","jamesle01",2007,5,0,0,183,1290,0.142,22,"CLE",78,0.609756097560976,0.951219512195122,40.9,27.3,6.7,6,1.6,0.7,0.476,0.319,0.698,13.7,0.206,55.2,4.6,2.5,7.1,16,31
"Tracy McGrady","mcgratr01",2007,6,0,0,110,1290,0.085,27,"HOU",71,0.634146341463415,0.865853658536585,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,51.5,3.8,0.4,4.2,8.98,35
"Chris Bosh","boshch01",2007,7,0,0,43,1290,0.033,22,"TOR",69,0.573170731707317,0.841463414634146,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,57.7,1.2,0.4,1.6,5.78,26.7
"Gilbert Arenas","arenagi01",2007,8,0,0,31,1290,0.024,25,"WAS",74,0.5,0.902439024390244,39.8,28.4,4.6,6,1.9,0.2,0.418,0.351,0.844,10.8,0.177,56.5,6.2,0.1,6.2,13.56,31.4
"Carlos Boozer","boozeca01",2007,9,0,0,7,1290,0.005,25,"UTA",74,0.621951219512195,0.902439024390244,34.6,20.9,11.7,3,0.9,0.3,0.561,NA,0.685,9.9,0.185,58.8,2.9,0.3,3.2,7.73,26.5
"Kevin Garnett","garneke01",2007,9,0,0,7,1290,0.005,30,"MIN",76,0.390243902439024,0.926829268292683,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,54.6,2.2,3.6,5.8,12.97,27.4
"Chauncey Billups","billuch01",2007,11,0,0,4,1290,0.003,30,"DET",70,0.646341463414634,0.853658536585366,36.2,17,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,59.1,5.8,-0.2,5.6,10.76,21.5
"Shaquille O'Neal","onealsh01",2007,12,0,0,3,1290,0.002,34,"MIA",40,0.536585365853659,0.48780487804878,28.4,17.3,7.4,2,0.2,1.4,0.591,NA,0.422,2.8,0.119,56.7,-0.6,0.2,-0.4,1.38,29.4
"Dwyane Wade","wadedw01",2007,12,0,0,3,1290,0.002,25,"MIA",51,0.536585365853659,0.621951219512195,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,58.3,5.3,1.3,6.6,9.21,34.7
"Amar'e Stoudemire","stoudam01",2007,14,0,0,2,1290,0.002,24,"PHO",82,0.74390243902439,1,32.8,20.4,9.6,1,1,1.3,0.575,0,0.781,11.2,0.201,63.7,0.4,0,0.4,4.38,25.8
"Carmelo Anthony","anthoca01",2007,15,0,0,1,1290,0.001,22,"DEN",65,0.548780487804878,0.792682926829268,38.2,28.9,6,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14,55.2,3.1,-1.9,1.2,4.99,33.4
"Baron Davis","davisba01",2007,15,0,0,1,1290,0.001,27,"GSW",63,0.51219512195122,0.768292682926829,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139,53,3.5,1.9,5.4,9.24,26.5
"Tony Parker","parketo01",2007,15,0,0,1,1290,0.001,24,"SAS",77,0.707317073170732,0.939024390243902,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,57.2,2.2,0,2.2,6.28,27.4
"LeBron James","jamesle01",2006,2,0,16,688,1250,0.55,21,"CLE",79,0.609756097560976,0.963414634146341,42.5,31.4,7,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,56.8,6.9,0.9,7.8,18.05,33.6
"Dirk Nowitzki","nowitdi01",2006,3,0,14,544,1250,0.435,27,"DAL",81,0.731707317073171,0.98780487804878,38.1,26.6,9,2.8,0.7,1,0.48,0.406,0.901,17.7,0.275,58.9,5.9,0,5.9,13.45,30
"Kobe Bryant","bryanko01",2006,4,0,22,483,1250,0.386,27,"LAL",80,0.548780487804878,0.975609756097561,41,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,55.9,7.1,-0.5,6.5,15.56,38.7
"Chauncey Billups","billuch01",2006,5,0,15,430,1250,0.344,29,"DET",81,0.780487804878049,0.98780487804878,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,60.2,7.1,-1.2,5.9,12.74,22.9
"Dwyane Wade","wadedw01",2006,6,0,0,87,1250,0.07,24,"MIA",75,0.634146341463415,0.914634146341463,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,57.7,6.5,2.4,8.9,17.19,32.5
"Elton Brand","brandel01",2006,7,0,1,50,1250,0.04,26,"LAC",79,0.573170731707317,0.963414634146341,39.2,24.7,10,2.6,1,2.5,0.527,0.333,0.775,14.8,0.229,58,3.2,1.7,4.9,11.94,27.7
"Tim Duncan","duncati01",2006,8,0,0,33,1250,0.026,29,"SAS",80,0.768292682926829,0.975609756097561,34.8,18.6,11,3.2,0.9,2,0.484,0.4,0.629,10.8,0.187,52.3,0.6,3.8,4.4,10.11,27.7
"Tony Parker","parketo01",2006,9,0,0,9,1250,0.007,23,"SAS",80,0.768292682926829,0.975609756097561,33.9,18.9,3.3,5.8,1,0.1,0.548,0.306,0.707,9.6,0.169,58.4,2.6,0.5,3.1,8.01,27.1
"Allen Iverson","iversal01",2006,10,0,0,1,1250,0.001,30,"PHI",72,0.463414634146341,0.878048780487805,43.1,33,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,54.3,4.7,-1,3.7,10.18,35.8
"Shawn Marion","mariosh01",2006,10,0,0,1,1250,0.001,27,"PHO",81,0.658536585365854,0.98780487804878,40.3,21.8,11.8,1.8,2,1.7,0.525,0.331,0.809,14.6,0.214,59.1,2.3,3,5.4,13.44,22.3
"Shaquille O'Neal","onealsh01",2005,2,0,58,1032,1270,0.813,32,"MIA",73,0.719512195121951,0.890243902439024,34.1,22.9,10.4,2.7,0.5,2.3,0.601,NA,0.461,11,0.211,58.3,2.5,2.1,4.6,9.33,30.5
"Dirk Nowitzki","nowitdi01",2005,3,0,0,349,1270,0.275,26,"DAL",78,0.707317073170732,0.951219512195122,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,57.8,4.3,1.9,6.1,13.59,28.7
"Tim Duncan","duncati01",2005,4,0,1,328,1270,0.258,28,"SAS",66,0.719512195121951,0.804878048780488,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,54,2.7,4.8,7.5,11.38,28.9
"Allen Iverson","iversal01",2005,5,0,2,240,1270,0.189,29,"PHI",75,0.524390243902439,0.914634146341463,42.3,30.7,4,7.9,2.4,0.1,0.424,0.308,0.835,9,0.136,53.2,2.6,-0.6,2,7.72,35
"LeBron James","jamesle01",2005,6,0,0,93,1270,0.073,20,"CLE",80,0.51219512195122,0.975609756097561,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,55.4,5.1,1.4,6.5,15.95,29.7
"Tracy McGrady","mcgratr01",2005,7,0,0,44,1270,0.035,25,"HOU",78,0.621951219512195,0.951219512195122,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12,0.18,52.6,4.4,1.8,6.2,14.54,31.2
"Dwyane Wade","wadedw01",2005,8,0,0,43,1270,0.034,23,"MIA",77,0.719512195121951,0.939024390243902,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11,0.177,56.1,3.6,0.2,3.8,9.88,30.9
"Amar'e Stoudemire","stoudam01",2005,9,0,1,41,1270,0.032,22,"PHO",80,0.75609756097561,0.975609756097561,36.1,26,8.9,1.6,1,1.6,0.559,0.188,0.733,14.6,0.243,61.7,3.2,-0.2,3,8.4,28.3
"Ray Allen","allenra02",2005,9,0,0,41,1270,0.032,29,"SEA",78,0.634146341463415,0.951219512195122,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168,55.5,5.9,-1.5,4.4,11.14,28
"Kevin Garnett","garneke01",2005,11,0,0,15,1270,0.012,28,"MIN",82,0.536585365853659,1,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,56.7,4.6,3,7.6,16.29,27.1
"Gilbert Arenas","arenagi01",2005,12,0,0,4,1270,0.003,23,"WAS",80,0.548780487804878,0.975609756097561,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,56.5,4.8,-1.3,3.5,10.48,27.3
"Vince Carter","cartevi01",2005,13,0,0,3,1270,0.002,28,"NJN",77,0.51219512195122,0.939024390243902,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,47.5,0.9,-0.3,0.7,1.07,26.7
"PJ Brown","brownpj01",2005,14,0,0,1,1270,0.001,35,"NOH",82,0.219512195121951,1,34.4,10.8,9,2.2,0.9,0.6,0.446,NA,0.864,6.9,0.118,51.2,-0.2,0.5,0.2,4.25,15.9
"Marcus Camby","cambyma01",2005,14,0,0,1,1270,0.001,30,"DEN",66,0.597560975609756,0.804878048780488,30.5,10.3,10,2.3,0.9,3,0.465,0,0.723,5.8,0.138,50.5,-2,3.5,1.5,4.3,17.2
"Shawn Marion","mariosh01",2005,14,0,0,1,1270,0.001,26,"PHO",81,0.75609756097561,0.98780487804878,38.8,19.4,11.3,1.9,2,1.5,0.476,0.334,0.833,12.5,0.191,55.6,3.2,2,5.2,12.74,21.3
"Tim Duncan","duncati01",2004,2,0,0,716,1230,0.582,27,"SAS",69,0.695121951219512,0.841463414634146,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,53.4,2,4.8,6.7,12.12,29.7
"Jermaine O'Neal","onealje01",2004,3,0,2,523,1230,0.425,25,"IND",78,0.74390243902439,0.951219512195122,35.7,20.1,10,2.1,0.8,2.6,0.434,0.111,0.757,9,0.155,48.9,-0.6,2.7,2.1,6.85,30.2
"Peja Stojaković","stojape01",2004,4,0,1,281,1230,0.228,26,"SAC",81,0.670731707317073,0.98780487804878,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198,62.4,4.9,-1.4,3.5,10.4,23.9
"Kobe Bryant","bryanko01",2004,5,0,0,212,1230,0.172,25,"LAL",65,0.682926829268293,0.792682926829268,37.6,24,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,55.1,5.3,0.4,5.7,10.51,29.1
"Shaquille O'Neal","onealsh01",2004,6,0,0,178,1230,0.145,31,"LAL",67,0.682926829268293,0.817073170731707,36.8,21.5,11.5,2.9,0.5,2.5,0.584,NA,0.49,9.9,0.192,57.8,2.4,2.1,4.5,9.14,26.3
"Ben Wallace","wallabe01",2004,7,0,0,24,1230,0.02,29,"DET",81,0.658536585365854,0.98780487804878,37.7,9.5,12.4,1.7,1.8,3,0.421,0.125,0.49,10.2,0.16,44.1,-1.8,7.3,5.5,12.66,15.3
"Jason Kidd","kiddja01",2004,8,0,0,17,1230,0.014,30,"NJN",67,0.573170731707317,0.817073170731707,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141,48.5,3.3,2.1,5.3,10.05,24.6
"LeBron James","jamesle01",2004,9,0,0,11,1230,0.009,19,"CLE",79,0.426829268292683,0.963414634146341,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,48.8,1.3,-0.3,1,6.01,28.2
"Sam Cassell","cassesa01",2004,10,0,0,4,1230,0.003,34,"MIN",81,0.707317073170732,0.98780487804878,35,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205,56.6,5.3,0.4,5.7,12.26,27.2
