"Name","PlayerID","Year","Rank","MVP","First","Pts.Won","Pts.Max","Share","Age","Tm","G","winPct","pctGamesPlayed","MP","PTS","TRB","AST","STL","BLK","FG.","X3P.","FT.","WS","WS.48","TS","raptorO","raptorD","raptorPM","raptorWAR","USG"
"Dikembe Mutombo","mutomdi01",1997,13,0,0,4,1150,0.003,30,"ATL",80,0.682926829268293,0.975609756097561,37.2,13.3,11.6,1.4,0.6,3.3,0.527,NA,0.705,11.3,0.183,58.4,-1.2,3.8,2.6,7.99,17.4
"Mitch Richmond","richmmi01",1997,13,0,0,4,1150,0.003,31,"SAC",81,0.414634146341463,0.98780487804878,38.6,25.9,3.9,4.2,1.5,0.3,0.454,0.428,0.861,10.8,0.166,57.8,4.1,-0.5,3.5,9.99,29.4
"John Stockton","stockjo01",1997,15,0,0,3,1150,0.003,34,"UTA",82,0.780487804878049,1,35.3,14.4,2.8,10.5,2,0.2,0.548,0.422,0.846,13.6,0.226,65.6,7,0.9,7.9,15.71,18.4
"Charles Barkley","barklch01",1997,16,0,0,2,1150,0.002,33,"HOU",53,0.695121951219512,0.646341463414634,37.9,19.2,13.5,4.7,1.3,0.5,0.484,0.283,0.694,9.4,0.224,58.1,4.3,1.5,5.8,8.72,23.2
"Tom Gugliotta","guglito01",1997,17,0,0,1,1150,0.001,27,"MIN",81,0.48780487804878,0.98780487804878,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7,0.103,52.6,-0.3,0.8,0.4,5.04,27.5
"Allen Iverson","iversal01",1997,17,0,0,1,1150,0.001,21,"PHI",76,0.268292682926829,0.926829268292683,40.1,23.5,4.1,7.5,2.1,0.3,0.416,0.341,0.702,4.1,0.065,51.3,1.7,-1,0.7,5.45,28.9
"Kevin Johnson","johnske02",1997,17,0,0,1,1150,0.001,30,"PHO",70,0.48780487804878,0.853658536585366,38,20.1,3.6,9.3,1.5,0.2,0.496,0.441,0.852,11.7,0.211,63.1,6.2,-0.8,5.4,10.94,22.6
"Steve Smith","smithst01",1997,17,0,0,1,1150,0.001,27,"ATL",72,0.682926829268293,0.878048780487805,39.1,20.1,3.3,4.2,0.9,0.3,0.429,0.335,0.847,9.1,0.154,54.8,3.3,-1.3,2.1,6.91,25
"David Robinson","robinda01",1996,2,0,0,574,1130,0.508,30,"SAS",82,0.719512195121951,1,36.8,25,12.2,3,1.4,3.3,0.516,0.333,0.761,18.3,0.29,58.9,3.6,5.2,8.8,17.65,28.8
"Anfernee Hardaway","hardaan01",1996,3,0,2,360,1130,0.319,24,"ORL",82,0.731707317073171,1,36.8,21.7,4.3,7.1,2,0.5,0.513,0.314,0.767,14.4,0.229,60.5,6.5,1.1,7.6,15.8,25.5
"Hakeem Olajuwon","olajuha01",1996,4,0,1,238,1130,0.211,33,"HOU",72,0.585365853658537,0.878048780487805,38.8,26.9,10.9,3.6,1.6,2.9,0.514,0.214,0.724,9.7,0.166,55.8,0.1,3.3,3.3,8.66,31.9
"Scottie Pippen","pippesc01",1996,5,0,0,226,1130,0.2,30,"CHI",77,0.878048780487805,0.939024390243902,36.7,19.4,6.4,5.9,1.7,0.7,0.463,0.374,0.679,12.3,0.209,55.1,5.1,2.2,7.4,14.55,24.4
"Gary Payton","paytoga01",1996,6,0,0,98,1130,0.087,27,"SEA",81,0.780487804878049,0.98780487804878,39,19.3,4.2,7.5,2.9,0.2,0.484,0.328,0.748,11.5,0.174,55.4,3.4,2.6,6,14.13,23.6
"Karl Malone","malonka01",1996,7,0,1,85,1130,0.075,32,"UTA",82,0.670731707317073,1,38,25.7,9.8,4.2,1.7,0.7,0.519,0.4,0.723,15.1,0.233,57.5,4.2,2.1,6.3,14.31,29.8
"Shawn Kemp","kempsh01",1996,8,0,0,73,1130,0.065,26,"SEA",79,0.780487804878049,0.963414634146341,33.3,19.6,11.4,2.2,1.2,1.6,0.561,0.417,0.742,11.2,0.205,63.1,1.1,1.6,2.7,7.28,26.2
"Grant Hill","hillgr01",1996,9,0,0,63,1130,0.056,23,"DET",80,0.560975609756098,0.975609756097561,40.8,20.2,9.8,6.9,1.3,0.6,0.462,0.192,0.751,11.7,0.172,53.7,2.3,1.7,3.9,11.07,25.9
"Shaquille O'Neal","onealsh01",1996,9,0,0,63,1130,0.056,23,"ORL",54,0.731707317073171,0.658536585365854,36,26.6,11,2.9,0.6,2.1,0.573,0.5,0.487,6.9,0.171,57,1.5,1.4,2.9,5.59,32.8
"John Stockton","stockjo01",1996,11,0,0,12,1130,0.011,33,"UTA",82,0.670731707317073,1,35.5,14.7,2.8,11.2,1.7,0.2,0.538,0.422,0.83,13,0.214,64.2,7.4,0.3,7.6,15.36,18.7
"Charles Barkley","barklch01",1996,12,0,0,8,1130,0.007,32,"PHO",71,0.5,0.865853658536585,37.1,23.2,11.6,3.7,1.6,0.8,0.5,0.28,0.777,10.5,0.191,58.5,4,1.2,5.2,10.58,27.5
"Magic Johnson","johnsma02",1996,12,0,0,8,1130,0.007,36,"LAL",32,0.646341463414634,0.390243902439024,29.9,14.6,5.7,6.9,0.8,0.4,0.466,0.379,0.856,3.6,0.181,61.2,3.1,-1.4,1.6,2.12,22.7
"Alonzo Mourning","mournal01",1996,14,0,0,6,1130,0.005,25,"MIA",70,0.51219512195122,0.853658536585366,38.2,23.2,10.4,2.3,1,2.7,0.523,0.3,0.685,9.9,0.178,58.4,-0.4,3.4,3,7.86,28.1
"Dennis Rodman","rodmade01",1996,15,0,0,4,1130,0.004,34,"CHI",64,0.878048780487805,0.780487804878049,32.6,5.5,14.9,2.5,0.6,0.4,0.48,0.111,0.528,6.2,0.143,50.1,0.1,1,1.1,4.04,10.3
"Terrell Brandon","brandte01",1996,16,0,0,3,1130,0.003,25,"CLE",75,0.573170731707317,0.914634146341463,34.3,19.3,3.3,6.5,1.8,0.4,0.465,0.387,0.887,12.7,0.237,57.3,5.5,1.2,6.7,12.39,27.6
"Mitch Richmond","richmmi01",1996,16,0,0,3,1130,0.003,30,"SAC",81,0.475609756097561,0.98780487804878,36.4,23.1,3.3,3.1,1.5,0.2,0.447,0.437,0.866,9.3,0.151,59.1,3.5,-0.3,3.2,8.96,26.9
"Shaquille O'Neal","onealsh01",1995,2,0,12,605,1050,0.576,22,"ORL",79,0.695121951219512,0.963414634146341,37,29.3,11.4,2.7,0.9,2.4,0.583,0,0.533,14,0.23,58.8,3.9,2,5.9,12.83,31.9
"Karl Malone","malonka01",1995,3,0,14,532,1050,0.507,31,"UTA",82,0.731707317073171,1,38.1,26.7,10.6,3.5,1.6,1,0.536,0.268,0.742,13.8,0.212,59,3.4,2.1,5.5,13.15,30.3
"Patrick Ewing","ewingpa01",1995,4,0,2,230,1050,0.219,32,"NYK",79,0.670731707317073,0.963414634146341,37,23.9,11,2.7,0.9,2,0.503,0.286,0.75,9.6,0.157,55.5,-1.6,3.6,1.9,6.94,30.7
"Hakeem Olajuwon","olajuha01",1995,5,0,1,147,1050,0.14,32,"HOU",72,0.573170731707317,0.878048780487805,39.6,27.8,10.8,3.5,1.8,3.4,0.517,0.188,0.756,10.7,0.181,56.3,0.4,4.2,4.6,10.65,31.7
"Charles Barkley","barklch01",1995,6,0,1,96,1050,0.091,31,"PHO",68,0.719512195121951,0.829268292682927,35,23,11.1,4.1,1.6,0.7,0.486,0.338,0.748,10.6,0.214,57.2,4.8,1.6,6.4,11.07,27.5
"Scottie Pippen","pippesc01",1995,7,0,1,83,1050,0.079,29,"CHI",79,0.573170731707317,0.963414634146341,38.2,21.4,8.1,5.2,2.9,1.1,0.48,0.345,0.716,11.8,0.188,55.9,3.5,4.2,7.8,16.23,26.3
"John Stockton","stockjo01",1995,8,0,1,47,1050,0.045,32,"UTA",82,0.731707317073171,1,35,14.7,3.1,12.3,2.4,0.3,0.542,0.449,0.804,13.9,0.233,65.1,8.1,1.7,9.8,18.33,18.9
"Gary Payton","paytoga01",1995,9,0,0,34,1050,0.032,26,"SEA",82,0.695121951219512,1,36.8,20.6,3.4,7.1,2.5,0.2,0.509,0.302,0.716,11.7,0.187,56.4,4.9,1.2,6.1,13.67,24.4
"Anfernee Hardaway","hardaan01",1995,10,0,0,23,1050,0.022,23,"ORL",77,0.695121951219512,0.939024390243902,37.7,20.9,4.4,7.2,1.7,0.3,0.512,0.349,0.769,10.7,0.177,59.9,5,-0.2,4.7,11,23.7
"Michael Jordan","jordami01",1995,11,0,0,12,1050,0.011,31,"CHI",17,0.573170731707317,0.207317073170732,39.3,26.9,6.9,5.3,1.8,0.8,0.411,0.5,0.801,2.3,0.167,49.3,2.1,1.7,3.8,2.21,33.2
"Dennis Rodman","rodmade01",1995,12,0,0,9,1050,0.009,33,"SAS",49,0.75609756097561,0.597560975609756,32,7.1,16.8,2,0.6,0.5,0.571,0,0.676,5.8,0.178,60.4,1,1.2,2.2,3.96,10.9
"Jason Kidd","kiddja01",1995,13,0,0,7,1050,0.007,21,"DAL",79,0.439024390243902,0.963414634146341,33.8,11.7,5.4,7.7,1.9,0.3,0.385,0.272,0.698,3.7,0.066,47.1,1.5,0.9,2.3,6.92,19
"Clyde Drexler","drexlcl01",1995,14,0,0,3,1050,0.003,32,"HOU",76,0.573170731707317,0.926829268292683,35.9,21.8,6.3,4.8,1.8,0.6,0.461,0.36,0.824,11.7,0.206,55,5.4,1.1,6.5,6.8,27.2
"Cedric Ceballos","cebalce01",1995,15,0,0,1,1050,0.001,25,"LAL",58,0.585365853658537,0.707317073170732,35,21.7,8,1.8,1,0.3,0.509,0.397,0.716,5.2,0.123,57,1.8,-0.9,0.9,3.78,26.5
"David Robinson","robinda01",1994,2,0,24,730,1010,0.723,28,"SAS",80,0.670731707317073,0.975609756097561,40.5,29.8,10.7,4.8,1.7,3.3,0.507,0.345,0.749,20,0.296,57.7,4.9,4.7,9.5,20.15,32
"Scottie Pippen","pippesc01",1994,3,0,7,390,1010,0.386,28,"CHI",72,0.670731707317073,0.878048780487805,38.3,22,8.7,5.6,2.9,0.8,0.491,0.32,0.66,11.2,0.194,54.4,3.7,4.2,7.9,15.12,27.1
"Shaquille O'Neal","onealsh01",1994,4,0,3,289,1010,0.286,21,"ORL",81,0.609756097560976,0.98780487804878,39.8,29.3,13.2,2.4,0.9,2.9,0.599,0,0.554,16.9,0.252,60.5,4.3,2,6.2,14.72,29
"Patrick Ewing","ewingpa01",1994,5,0,1,255,1010,0.252,31,"NYK",79,0.695121951219512,0.963414634146341,37.6,24.5,11.2,2.3,1.1,2.7,0.496,0.286,0.765,13.1,0.211,55.1,-0.6,5.3,4.7,11.19,29.8
"Gary Payton","paytoga01",1994,6,0,0,20,1010,0.02,25,"SEA",82,0.768292682926829,1,35.1,16.5,3.3,6,2.3,0.2,0.504,0.278,0.595,9.3,0.155,52.6,2.2,1.3,3.6,9.3,21.6
"Shawn Kemp","kempsh01",1994,7,0,0,17,1010,0.017,24,"SEA",79,0.768292682926829,0.963414634146341,32.9,18.1,10.8,2.6,1.8,2.1,0.538,0.25,0.741,11.7,0.216,59.3,2.3,2.7,5,10.21,24.2
"Karl Malone","malonka01",1994,7,0,0,17,1010,0.017,30,"UTA",82,0.646341463414634,1,40.6,25.2,11.5,4,1.5,1.5,0.497,0.25,0.694,13.4,0.193,55,2.1,1.9,4,11.45,28
"Mark Price","pricema01",1994,9,0,0,7,1010,0.007,29,"CLE",76,0.573170731707317,0.926829268292683,31.4,17.3,3,7.8,1.4,0.1,0.478,0.397,0.888,10,0.201,58.6,6,-0.3,5.7,10.2,24.6
"Charles Barkley","barklch01",1994,10,0,0,5,1010,0.005,30,"PHO",65,0.682926829268293,0.792682926829268,35.4,21.6,11.2,4.6,1.6,0.6,0.495,0.27,0.704,8.8,0.185,56.3,3.6,0.8,4.4,8.4,26.5
"Mookie Blaylock","blaylmo01",1994,11,0,0,1,1010,0.001,26,"ATL",81,0.695121951219512,0.98780487804878,36,13.8,5.2,9.7,2.6,0.5,0.411,0.334,0.73,10.2,0.168,48.7,4.4,2.6,7.1,14.55,19.8
"Kevin Johnson","johnske02",1994,11,0,0,1,1010,0.001,27,"PHO",67,0.682926829268293,0.817073170731707,36.6,20,2.5,9.5,1.9,0.1,0.487,0.222,0.819,8.7,0.17,56.6,4.2,-0.6,3.5,7.81,24.3
"Dennis Rodman","rodmade01",1994,11,0,0,1,1010,0.001,32,"SAS",79,0.670731707317073,0.963414634146341,37.8,4.7,17.3,2.3,0.7,0.4,0.534,0.208,0.52,8.7,0.14,54.9,1,1.1,2,7.23,7.1
"Latrell Sprewell","sprewla01",1994,11,0,0,1,1010,0.001,23,"GSW",82,0.609756097560976,1,43.1,21,4.9,4.7,2.2,0.9,0.433,0.361,0.774,8,0.108,53.2,2,0.6,2.7,9.73,21.5
"John Stockton","stockjo01",1994,11,0,0,1,1010,0.001,31,"UTA",82,0.646341463414634,1,36.2,15.1,3.1,12.6,2.4,0.3,0.528,0.322,0.805,13.2,0.214,60.8,7.4,1.5,8.8,17.53,19.1
"Dominique Wilkins","wilkido01",1994,11,0,0,1,1010,0.001,34,"ATL",74,0.695121951219512,0.902439024390244,35.6,26,6.5,2.3,1.2,0.4,0.44,0.288,0.847,8.4,0.153,53.5,3.1,-1.1,2.1,2.33,31.9
"Kevin Willis","willike02",1994,11,0,0,1,1010,0.001,31,"ATL",80,0.695121951219512,0.975609756097561,35.8,19.1,12,1.9,1,0.5,0.499,0.375,0.713,10.2,0.17,53.8,0.8,0.2,1,5.51,24.1
"Hakeem Olajuwon","olajuha01",1993,2,0,22,647,980,0.66,30,"HOU",82,0.670731707317073,1,39.5,26.1,13,3.5,1.8,4.2,0.529,0,0.779,15.8,0.234,57.7,1.9,5.8,7.7,17.12,28.8
"Michael Jordan","jordami01",1993,3,0,13,565,980,0.577,29,"CHI",78,0.695121951219512,0.951219512195122,39.3,32.6,6.7,5.5,2.8,0.8,0.495,0.352,0.837,17.2,0.27,56.4,7.3,3,10.2,20.29,34.7
"Patrick Ewing","ewingpa01",1993,4,0,4,359,980,0.366,30,"NYK",81,0.731707317073171,0.98780487804878,37.1,24.2,12.1,1.9,0.9,2,0.503,0.143,0.719,10.6,0.17,54.6,-2,5.2,3.2,9.05,29.7
"Dominique Wilkins","wilkido01",1993,5,0,0,54,980,0.055,33,"ATL",71,0.524390243902439,0.865853658536585,37.3,29.9,6.8,3.2,1,0.4,0.468,0.38,0.828,10.5,0.191,57,5,-1.3,3.7,8.66,31.9
"David Robinson","robinda01",1993,6,0,0,33,980,0.034,27,"SAS",82,0.597560975609756,1,39.2,23.4,11.7,3.7,1.5,3.2,0.501,0.176,0.732,13.2,0.197,56.9,1.3,4.2,5.5,13.46,26.4
"Shaquille O'Neal","onealsh01",1993,7,0,0,30,980,0.031,20,"ORL",81,0.5,0.98780487804878,37.9,23.4,13.9,1.9,0.7,3.5,0.562,0,0.592,10.4,0.163,58.4,-0.1,3,2.9,8.91,27
"Karl Malone","malonka01",1993,8,0,0,10,980,0.01,29,"UTA",82,0.573170731707317,1,37.8,27,11.2,3.8,1.5,1,0.552,0.2,0.74,15.4,0.238,61.2,4.2,1.3,5.5,13.1,28.4
"Mark Price","pricema01",1993,8,0,0,10,980,0.01,28,"CLE",75,0.658536585365854,0.914634146341463,31.7,18.2,2.7,8,1.2,0.1,0.484,0.416,0.948,9.8,0.197,60.9,6.2,-0.7,5.5,9.92,24.5
"Brad Daugherty","daughbr01",1993,10,0,0,1,980,0.001,27,"CLE",71,0.658536585365854,0.865853658536585,37.9,20.2,10.2,4.4,0.7,0.8,0.571,0.5,0.795,12.7,0.226,63.5,3,1.3,4.3,9.57,21.1
"Clyde Drexler","drexlcl01",1993,10,0,0,1,980,0.001,30,"POR",49,0.621951219512195,0.597560975609756,34.1,19.9,6.3,5.7,1.9,0.8,0.429,0.233,0.839,6,0.171,51.7,4.1,1.6,5.7,7.17,26.1
"Joe Dumars","dumarjo01",1993,10,0,0,1,980,0.001,29,"DET",77,0.48780487804878,0.939024390243902,40.2,23.5,1.9,4,1,0.1,0.466,0.375,0.864,9.1,0.141,55.5,3,-1.1,1.9,7.27,24.5
"Shawn Kemp","kempsh01",1993,10,0,0,1,980,0.001,23,"SEA",78,0.670731707317073,0.951219512195122,33.1,17.8,10.7,2,1.5,1.9,0.492,0,0.712,9.1,0.169,54.7,1.1,2.2,3.3,7.96,24.2
"John Stockton","stockjo01",1993,10,0,0,1,980,0.001,30,"UTA",82,0.573170731707317,1,34.9,15.1,2.9,12,2.4,0.3,0.486,0.385,0.798,10.6,0.177,58.4,6.3,1.2,7.5,14.98,19.9
"Clyde Drexler","drexlcl01",1992,2,0,12,561,960,0.584,29,"POR",76,0.695121951219512,0.926829268292683,36.2,25,6.6,6.7,1.8,0.9,0.47,0.337,0.794,12.8,0.223,56,6.2,1.5,7.8,14.77,28.7
"David Robinson","robinda01",1992,3,0,2,337,960,0.351,26,"SAS",68,0.573170731707317,0.829268292682927,37.7,23.2,12.2,2.7,2.3,4.5,0.551,0.125,0.701,13.9,0.26,59.7,2.5,7.2,9.7,16.24,24.7
"Karl Malone","malonka01",1992,4,0,1,262,960,0.273,28,"UTA",81,0.670731707317073,0.98780487804878,37.7,28,11.2,3,1.3,0.6,0.526,0.176,0.778,15.1,0.237,59.9,4,0.9,4.9,11.92,30.3
"Patrick Ewing","ewingpa01",1992,5,0,0,100,960,0.104,29,"NYK",82,0.621951219512195,1,38.4,24,11.2,1.9,1.1,3,0.522,0.167,0.738,13,0.198,56.3,0,4.6,4.6,11.76,27.2
"Chris Mullin","mullich01",1992,6,0,0,81,960,0.084,28,"GSW",81,0.670731707317073,0.98780487804878,41.3,25.6,5.6,3.5,2.1,0.8,0.524,0.366,0.833,10.8,0.155,58.6,3.4,0.7,4.1,11.69,23.6
"Mark Price","pricema01",1992,7,0,0,66,960,0.069,27,"CLE",72,0.695121951219512,0.878048780487805,29.7,17.3,2.4,7.4,1.3,0.2,0.488,0.387,0.947,9.1,0.205,61,6.9,-0.6,6.3,9.84,24.1
"Tim Hardaway","hardati01",1992,8,0,0,64,960,0.067,25,"GSW",81,0.670731707317073,0.98780487804878,41.1,23.4,3.8,10,2,0.2,0.461,0.338,0.766,9.2,0.132,53.7,4.8,-0.6,4.3,11.94,24.4
"Scottie Pippen","pippesc01",1992,9,0,1,32,960,0.033,26,"CHI",82,0.817073170731707,1,38.6,21,7.7,7,1.9,1.1,0.506,0.2,0.76,12.7,0.192,55.5,4.6,2.3,6.9,15.56,24.6
"Dennis Rodman","rodmade01",1992,10,0,0,26,960,0.027,30,"DET",82,0.585365853658537,1,40.3,9.8,18.7,2.3,0.8,0.9,0.539,0.317,0.6,12.6,0.183,57.4,2.4,2.3,4.7,12.38,11.1
"Brad Daugherty","daughbr01",1992,11,0,0,24,960,0.025,26,"CLE",73,0.695121951219512,0.890243902439024,36.2,21.5,10.4,3.6,0.9,1.1,0.57,0,0.777,11.7,0.213,62.9,3,0.8,3.8,8.84,23.6
"Charles Barkley","barklch01",1992,12,0,0,18,960,0.019,28,"PHI",75,0.426829268292683,0.914634146341463,38.4,23.1,11.1,4.1,1.8,0.6,0.552,0.234,0.695,12.3,0.205,61.2,5.1,1,6.1,13.07,25.1
"John Stockton","stockjo01",1992,12,0,0,18,960,0.019,29,"UTA",82,0.670731707317073,1,36.6,15.8,3.3,13.7,3,0.3,0.482,0.407,0.842,13.4,0.215,59,7.8,2.5,10.3,19.99,19.9
"Larry Bird","birdla01",1992,14,0,0,3,960,0.003,35,"BOS",45,0.621951219512195,0.548780487804878,36.9,20.2,9.6,6.8,0.9,0.7,0.466,0.406,0.926,5.5,0.159,54.7,3.3,0.6,3.9,5.6,24.7
"Kevin Johnson","johnske02",1992,15,0,0,2,960,0.002,25,"PHO",78,0.646341463414634,0.951219512195122,37.2,19.7,3.7,10.7,1.5,0.3,0.479,0.217,0.807,10,0.165,56.1,4.6,-0.5,4.1,10.06,23.6
"Danny Manning","mannida01",1992,16,0,0,1,960,0.001,25,"LAC",82,0.548780487804878,1,35.4,19.3,6.9,3.5,1.6,1.5,0.542,0,0.725,9.8,0.162,57.7,1.6,1.4,3,8.53,23.1
"Detlef Schrempf","schrede01",1992,16,0,0,1,960,0.001,29,"IND",80,0.48780487804878,0.975609756097561,32.6,17.3,9.6,3.9,0.8,0.5,0.536,0.324,0.828,9.8,0.181,61.7,2.8,-0.6,2.2,6.59,21.1
"Magic Johnson","johnsma02",1991,2,0,10,497,960,0.518,31,"LAL",79,0.707317073170732,0.963414634146341,37.1,19.4,7,12.5,1.3,0.2,0.477,0.32,0.906,15.4,0.251,62.3,8.5,0,8.5,16.71,22.9
"David Robinson","robinda01",1991,3,0,6,476,960,0.496,25,"SAS",82,0.670731707317073,1,37.7,25.6,13,2.5,1.5,3.9,0.552,0.143,0.762,17,0.264,61.5,2.8,5.6,8.4,17.45,26.6
"Charles Barkley","barklch01",1991,4,0,2,222,960,0.231,27,"PHI",67,0.536585365853659,0.817073170731707,37.3,27.6,10.1,4.2,1.6,0.5,0.57,0.284,0.722,13.4,0.258,63.5,7.5,0.7,8.2,14,29.1
"Karl Malone","malonka01",1991,5,0,0,142,960,0.148,27,"UTA",82,0.658536585365854,1,40.3,29,11.8,3.3,1.1,1,0.527,0.286,0.77,15.5,0.225,59.6,3.3,0.9,4.2,11.75,30.1
"Clyde Drexler","drexlcl01",1991,6,0,1,75,960,0.078,28,"POR",82,0.768292682926829,1,34.8,21.5,6.7,6,1.8,0.7,0.482,0.319,0.794,12.4,0.209,56.3,5.4,1.5,6.9,14.02,25.7
"Kevin Johnson","johnske02",1991,7,0,0,32,960,0.033,24,"PHO",77,0.670731707317073,0.939024390243902,36,22.2,3.5,10.1,2.1,0.1,0.516,0.205,0.843,12.7,0.22,60.4,6.4,0.8,7.2,14.01,24.8
"Dominique Wilkins","wilkido01",1991,8,0,0,29,960,0.03,31,"ATL",81,0.524390243902439,0.98780487804878,38,25.9,9,3.3,1.5,0.8,0.47,0.341,0.829,11.4,0.177,55.5,4.6,0.5,5,12.15,28.1
"Larry Bird","birdla01",1991,9,0,0,25,960,0.026,34,"BOS",60,0.682926829268293,0.731707317073171,38,19.4,8.5,7.2,1.8,1,0.454,0.389,0.891,6.6,0.14,53,2.7,1.7,4.4,8.3,23.7
"Terry Porter","portete01",1991,9,0,0,25,960,0.026,27,"POR",81,0.768292682926829,0.98780487804878,32.9,17,3.5,8,2,0.1,0.515,0.415,0.823,13,0.235,63.2,6.4,1.6,8.1,14.67,19.6
"Patrick Ewing","ewingpa01",1991,11,0,0,20,960,0.021,28,"NYK",81,0.475609756097561,0.98780487804878,38.3,26.6,11.2,3,1,3.2,0.514,0,0.745,10,0.155,56.1,-0.5,2.7,2.2,7.82,31.1
"John Stockton","stockjo01",1991,12,0,0,15,960,0.016,28,"UTA",82,0.658536585365854,1,37.8,17.2,2.9,14.2,2.9,0.2,0.507,0.345,0.836,14,0.217,60.4,7.8,2.2,10,20.14,20.9
"Isiah Thomas","thomais01",1991,13,0,0,11,960,0.011,29,"DET",48,0.609756097560976,0.585365853658537,34.5,16.2,3.3,9.3,1.6,0.2,0.435,0.292,0.782,3.4,0.098,50.7,1.8,0.5,2.3,4.24,25.2
"Robert Parish","parisro01",1991,14,0,0,10,960,0.01,37,"BOS",81,0.682926829268293,0.98780487804878,30.1,14.9,10.6,0.8,0.8,1.3,0.598,0,0.767,10,0.198,63.7,1.2,1.7,2.9,6.96,19
"Joe Dumars","dumarjo01",1991,15,0,0,8,960,0.008,27,"DET",80,0.609756097560976,0.975609756097561,38.1,20.4,2.3,5.5,1.1,0.1,0.481,0.311,0.89,9.9,0.155,55.2,2.9,-0.3,2.6,8.24,24
"Bernard King","kingbe01",1991,16,0,0,7,960,0.007,34,"WSB",64,0.365853658536585,0.780487804878049,37.5,28.4,5,4.6,0.9,0.3,0.472,0.216,0.79,3.5,0.07,52.7,0.1,-1.6,-1.5,1.5,34.4
"Kenny Smith","smithke01",1991,17,0,0,5,960,0.005,25,"HOU",78,0.634146341463415,0.951219512195122,34.6,17.7,2.1,7.1,1.4,0.1,0.52,0.363,0.844,9,0.161,59.9,2.9,-0.6,2.3,6.89,21.2
"Hakeem Olajuwon","olajuha01",1991,18,0,0,4,960,0.004,28,"HOU",56,0.634146341463415,0.682926829268293,36.8,21.2,13.8,2.3,2.2,3.9,0.508,0,0.769,8.6,0.201,54.9,-0.1,7,6.9,10.08,25
"Tim Hardaway","hardati01",1991,19,0,0,1,960,0.001,24,"GSW",82,0.536585365853659,1,39.2,22.9,4,9.7,2.6,0.1,0.476,0.385,0.803,9.9,0.148,54.7,4.8,0.6,5.4,13.35,24.7
"Kevin McHale","mchalke01",1991,19,0,0,1,960,0.001,33,"BOS",68,0.682926829268293,0.829268292682927,30.4,18.4,7.1,1.9,0.4,2.1,0.553,0.405,0.829,7.9,0.182,60.6,2.1,-0.1,2,4.93,23.9
"Charles Barkley","barklch01",1990,2,0,38,614,920,0.667,26,"PHI",79,0.646341463414634,0.963414634146341,39.1,25.2,11.5,3.9,1.9,0.6,0.6,0.217,0.749,17.3,0.269,66.1,7.6,1.4,9,18.45,24
"Michael Jordan","jordami01",1990,3,0,21,564,920,0.613,26,"CHI",82,0.670731707317073,1,39,33.6,6.9,6.3,2.8,0.7,0.526,0.376,0.848,19,0.285,60.6,8.6,2,10.6,21.75,33.7
"Karl Malone","malonka01",1990,4,0,2,214,920,0.233,26,"UTA",82,0.670731707317073,1,38.1,31,11.1,2.8,1.5,0.6,0.562,0.372,0.762,15.9,0.245,62.6,4.4,1.1,5.6,13.24,32.6
"Patrick Ewing","ewingpa01",1990,5,0,1,162,920,0.176,27,"NYK",82,0.548780487804878,1,38.6,28.6,10.9,2.2,1,4,0.551,0.25,0.775,13.5,0.205,59.9,1.4,2.5,3.9,10.66,29.4
"David Robinson","robinda01",1990,6,0,2,102,920,0.111,24,"SAS",82,0.682926829268293,1,36.6,24.3,12,2,1.7,3.9,0.531,0,0.732,15.1,0.241,59.7,1.8,5.3,7.1,14.96,26.6
"Hakeem Olajuwon","olajuha01",1990,7,0,1,64,920,0.07,27,"HOU",82,0.5,1,38.1,24.3,14,2.9,2.1,4.6,0.501,0.167,0.713,11.2,0.173,54.1,-1.4,6.8,5.4,12.99,28.1
"Tom Chambers","chambto01",1990,8,0,0,12,920,0.013,30,"PHO",81,0.658536585365854,0.98780487804878,37.6,27.2,7,2.3,1.1,0.6,0.501,0.279,0.861,11.2,0.176,57.9,2.4,0.1,2.5,8.2,28.8
"John Stockton","stockjo01",1990,9,0,0,9,920,0.01,27,"UTA",78,0.670731707317073,0.951219512195122,37.4,17.2,2.6,14.5,2.7,0.2,0.514,0.416,0.819,14.4,0.238,60.7,8.3,1.9,10.2,19.17,20.6
"Larry Bird","birdla01",1990,10,0,0,5,920,0.005,33,"BOS",75,0.634146341463415,0.914634146341463,39.3,24.3,9.5,7.5,1.4,0.8,0.473,0.333,0.93,9.5,0.154,54.6,3.9,1.3,5.2,11.95,27.4
"Buck Williams","willibu01",1990,10,0,0,5,920,0.005,29,"POR",82,0.719512195121951,1,34.2,13.6,9.8,1.4,0.8,0.5,0.548,0,0.706,8.7,0.149,59.7,0.3,0.5,0.8,5.09,15.5
"Clyde Drexler","drexlcl01",1990,12,0,0,3,920,0.003,27,"POR",73,0.719512195121951,0.890243902439024,36.8,23.3,6.9,5.9,2,0.7,0.494,0.283,0.774,11.6,0.208,55.1,5.1,1.8,6.9,13.16,25.5
"Joe Dumars","dumarjo01",1990,13,0,0,1,920,0.001,26,"DET",75,0.719512195121951,0.914634146341463,34.4,17.8,2.8,4.9,0.8,0,0.48,0.4,0.9,8.7,0.162,55.5,2.6,-0.4,2.2,6.45,22.5
