"both.variables","both.weights"
"MVP",-171.036204618373
"G",0.733382933753507
"winPct",25.0684423473001
"MP",1.75911417758925
"TRB",0.274048135047026
"AST",0.643481233827832
"FG.",22.805928941008
"X3P.",-5.46082118276578
"FT.",12.6606724080479
"WS",-3.73129087318954
"WS.48",278.715859607429
"TS",-0.296277079665851
"raptorO",-11.4983101743187
"raptorD",-11.374926440821
"raptorPM",11.0593443470396
"USG",0.343566794671437
